seq_reason,lineage,date_draw,count
N,AY.112,2021-10-27,9
N,AY.112,2021-10-28,13
N,AY.112,2021-10-29,5
N,AY.112,2021-10-30,4
N,AY.112,2021-10-31,2
N,AY.112,2021-11-01,8
N,AY.112,2021-11-02,9
N,AY.112,2021-11-03,10
N,AY.112,2021-11-04,8
N,AY.112,2021-11-05,9
N,AY.112,2021-11-06,2
N,AY.112,2021-11-08,4
N,AY.112,2021-11-09,3
N,AY.112,2021-11-10,12
N,AY.112,2021-11-11,6
N,AY.112,2021-11-12,9
N,AY.112,2021-11-13,2
N,AY.112,2021-11-15,22
N,AY.112,2021-11-16,11
N,AY.112,2021-11-17,12
N,AY.112,2021-11-18,11
N,AY.112,2021-11-19,9
N,AY.112,2021-11-20,1
N,AY.112,2021-11-22,16
N,AY.112,2021-11-23,14
N,AY.112,2021-11-24,6
N,AY.112,2021-11-25,9
N,AY.112,2021-11-26,6
N,AY.112,2021-11-27,5
N,AY.112,2021-11-28,3
N,AY.112,2021-11-29,22
N,AY.112,2021-11-30,10
N,AY.112,2021-12-01,6
N,AY.112,2021-12-02,5
N,AY.112,2021-12-03,12
N,AY.112,2021-12-04,1
N,AY.112,2021-12-06,16
N,AY.112,2021-12-07,14
N,AY.112,2021-12-08,11
N,AY.112,2021-12-09,8
N,AY.112,2021-12-10,10
N,AY.112,2021-12-12,1
N,AY.112,2021-12-13,12
N,AY.112,2021-12-14,9
N,AY.112,2021-12-15,6
N,AY.112,2021-12-16,5
N,AY.112,2021-12-17,8
N,AY.112,2021-12-18,1
N,AY.112,2021-12-20,7
N,AY.112,2021-12-21,3
N,AY.112,2021-12-22,2
N,AY.112,2021-12-23,2
N,AY.112,2021-12-24,1
N,AY.112,2021-12-25,1
N,AY.112,2021-12-26,1
N,AY.112,2021-12-27,4
N,AY.112,2021-12-28,5
N,AY.112,2021-12-29,4
N,AY.112,2021-12-30,4
N,AY.112,2022-01-03,4
N,AY.112,2022-01-04,1
N,AY.112,2022-01-05,1
N,AY.112,2022-01-07,5
N,AY.112,2022-01-08,1
N,AY.112,2022-01-09,1
N,AY.112,2022-01-10,2
N,AY.112,2022-01-14,1
N,AY.112,2022-01-19,1
N,AY.112,2022-01-20,1
N,AY.112,2022-01-25,1
N,AY.112.1,2021-11-09,1
N,AY.113,2021-07-13,1
N,AY.113,2021-07-14,1
N,AY.113,2021-08-20,1
N,AY.113,2021-08-27,1
N,AY.113,2021-09-08,1
N,AY.113,2021-09-14,1
N,AY.113,2021-09-27,1
N,AY.113,2021-09-28,1
N,AY.113,2021-10-04,1
N,AY.113,2021-10-08,1
N,AY.113,2021-10-15,1
N,AY.113,2021-11-15,1
N,AY.113,2021-11-22,1
N,AY.113,2021-11-26,1
N,AY.113,2021-11-30,1
N,AY.113,2021-12-02,1
N,AY.113,2021-12-05,1
N,AY.113,2021-12-06,1
N,AY.113,2021-12-13,1
N,AY.113,2021-12-26,1
N,AY.113,2021-12-27,3
N,AY.113,2022-01-02,2
N,AY.113,2022-01-04,5
N,AY.113,2022-01-07,1
N,AY.113,2022-01-11,1
N,AY.113,2022-01-26,1
N,AY.113,2022-01-31,1
N,AY.113,2022-02-17,1
N,AY.114,2021-04-28,1
N,AY.114,2021-07-28,1
N,AY.114,2021-08-31,1
N,AY.114,2021-09-14,1
N,AY.114,2021-09-16,1
N,AY.114,2021-09-20,1
N,AY.114,2021-09-21,1
N,AY.114,2021-09-24,1
N,AY.114,2021-10-07,1
N,AY.114,2021-10-12,1
N,AY.114,2021-10-16,1
N,AY.114,2021-10-18,1
N,AY.114,2021-10-19,1
N,AY.114,2021-10-21,1
N,AY.114,2021-10-22,3
N,AY.114,2021-10-25,1
N,AY.114,2021-10-26,5
N,AY.114,2021-10-27,1
N,AY.114,2021-10-28,1
N,AY.114,2021-10-29,3
N,AY.114,2021-11-02,4
N,AY.114,2021-11-03,3
N,AY.114,2021-11-04,5
N,AY.114,2021-11-08,7
N,AY.114,2021-11-09,2
N,AY.114,2021-11-11,1
N,AY.114,2021-11-12,2
N,AY.114,2021-11-15,1
N,AY.114,2021-11-18,1
N,AY.114,2021-11-22,4
N,AY.114,2021-11-25,1
N,AY.114,2021-11-27,1
N,AY.114,2021-11-29,2
N,AY.114,2021-12-09,2
N,AY.114,2021-12-13,1
N,AY.114,2021-12-14,1
N,AY.114,2021-12-16,1
N,AY.114,2021-12-20,1
N,AY.114,2021-12-23,1
N,AY.114,2021-12-27,1
N,AY.114,2021-12-30,1
N,AY.114,2022-01-03,1
N,AY.116,2021-06-19,1
N,AY.116,2021-07-21,1
N,AY.116,2021-07-23,1
N,AY.116,2021-07-24,1
N,AY.116,2021-07-30,1
N,AY.116,2021-08-02,1
N,AY.116,2021-08-05,7
N,AY.116,2021-08-06,1
N,AY.116,2021-08-09,4
N,AY.116,2021-08-11,2
N,AY.116,2021-08-12,3
N,AY.116,2021-08-13,3
N,AY.116,2021-08-16,1
N,AY.116,2021-08-18,2
N,AY.116,2021-08-20,1
N,AY.116,2021-09-06,1
N,AY.116,2021-09-08,1
N,AY.116,2021-09-14,1
N,AY.116,2021-09-17,2
N,AY.116,2021-09-22,2
N,AY.116,2021-09-28,1
N,AY.116,2021-09-29,1
N,AY.116,2021-10-08,1
N,AY.116,2021-10-14,1
N,AY.116,2021-10-15,2
N,AY.116,2021-10-18,1
N,AY.116,2021-10-19,2
N,AY.116,2021-10-27,1
N,AY.116,2021-11-11,1
N,AY.116,2021-11-13,1
N,AY.116,2021-11-18,2
N,AY.116,2021-11-19,1
N,AY.116,2021-11-22,1
N,AY.116,2021-11-24,1
N,AY.116,2021-11-25,2
N,AY.116,2021-11-26,2
N,AY.116,2021-11-30,1
N,AY.116,2021-12-01,1
N,AY.116,2021-12-04,1
N,AY.116,2021-12-17,1
N,AY.116,2021-12-28,1
N,AY.116,2021-12-29,1
N,AY.117,2021-08-26,1
N,AY.117,2021-09-06,1
N,AY.117,2021-09-08,1
N,AY.117,2021-09-15,1
N,AY.117,2021-10-18,1
N,AY.117,2021-10-29,1
N,AY.117,2021-11-08,1
N,AY.117,2021-11-16,1
N,AY.117,2021-11-18,2
N,AY.117,2021-12-01,1
N,AY.117,2021-12-03,1
N,AY.117,2021-12-09,1
N,AY.117,2021-12-20,1
N,AY.118,2021-06-07,1
N,AY.118,2021-06-15,1
N,AY.118,2021-06-24,1
N,AY.118,2021-07-16,2
N,AY.118,2021-07-24,1
N,AY.118,2021-07-28,2
N,AY.118,2021-07-29,1
N,AY.118,2021-08-02,1
N,AY.118,2021-08-06,1
N,AY.118,2021-08-11,1
N,AY.118,2021-08-24,1
N,AY.118,2021-08-26,1
N,AY.118,2021-08-27,1
N,AY.118,2021-08-31,1
N,AY.118,2021-09-02,1
N,AY.118,2021-09-03,1
N,AY.118,2021-09-06,1
N,AY.118,2021-09-10,1
N,AY.118,2021-09-23,1
N,AY.118,2021-10-13,1
N,AY.118,2021-11-03,1
N,AY.118,2021-12-03,1
N,AY.118,2021-12-09,1
N,AY.118,2021-12-13,1
N,AY.118,2021-12-15,1
N,AY.118,2021-12-20,1
N,AY.118,2022-01-03,1
N,AY.119,2021-07-21,1
N,AY.119,2021-08-18,1
N,AY.119,2021-09-06,1
N,AY.119,2021-09-23,1
N,AY.119,2021-09-26,1
N,AY.119,2021-09-29,1
N,AY.119,2021-09-30,1
N,AY.119,2021-10-06,1
N,AY.119,2021-10-07,2
N,AY.119,2021-10-08,2
N,AY.119,2021-10-11,2
N,AY.119,2021-10-12,1
N,AY.119,2021-10-13,1
N,AY.119,2021-10-14,1
N,AY.119,2021-10-19,1
N,AY.119,2021-10-20,1
N,AY.119,2021-10-21,1
N,AY.119,2021-10-25,2
N,AY.119,2021-10-26,1
N,AY.119,2021-10-29,1
N,AY.119,2021-11-02,3
N,AY.119,2021-11-03,1
N,AY.119,2021-11-04,2
N,AY.119,2021-11-05,3
N,AY.119,2021-11-07,1
N,AY.119,2021-11-08,5
N,AY.119,2021-11-09,2
N,AY.119,2021-11-10,4
N,AY.119,2021-11-11,5
N,AY.119,2021-11-12,4
N,AY.119,2021-11-13,4
N,AY.119,2021-11-14,1
N,AY.119,2021-11-15,5
N,AY.119,2021-11-16,8
N,AY.119,2021-11-17,7
N,AY.119,2021-11-18,6
N,AY.119,2021-11-19,5
N,AY.119,2021-11-21,1
N,AY.119,2021-11-22,4
N,AY.119,2021-11-23,8
N,AY.119,2021-11-24,2
N,AY.119,2021-11-25,7
N,AY.119,2021-11-26,3
N,AY.119,2021-11-27,1
N,AY.119,2021-11-28,2
N,AY.119,2021-11-29,14
N,AY.119,2021-11-30,10
N,AY.119,2021-12-01,3
N,AY.119,2021-12-02,7
N,AY.119,2021-12-03,3
N,AY.119,2021-12-04,4
N,AY.119,2021-12-06,11
N,AY.119,2021-12-07,8
N,AY.119,2021-12-08,4
N,AY.119,2021-12-09,10
N,AY.119,2021-12-10,9
N,AY.119,2021-12-11,5
N,AY.119,2021-12-13,7
N,AY.119,2021-12-14,3
N,AY.119,2021-12-15,14
N,AY.119,2021-12-16,3
N,AY.119,2021-12-17,2
N,AY.119,2021-12-18,1
N,AY.119,2021-12-19,3
N,AY.119,2021-12-20,5
N,AY.119,2021-12-21,5
N,AY.119,2021-12-22,8
N,AY.119,2021-12-23,4
N,AY.119,2021-12-24,4
N,AY.119,2021-12-25,6
N,AY.119,2021-12-26,2
N,AY.119,2021-12-27,4
N,AY.119,2021-12-28,10
N,AY.119,2021-12-29,3
N,AY.119,2021-12-30,7
N,AY.119,2021-12-31,1
N,AY.119,2022-01-02,2
N,AY.119,2022-01-03,3
N,AY.119,2022-01-04,1
N,AY.119,2022-01-05,6
N,AY.119,2022-01-06,2
N,AY.119,2022-01-07,4
N,AY.119,2022-01-09,1
N,AY.119,2022-01-10,4
N,AY.119,2022-01-11,5
N,AY.119,2022-01-12,3
N,AY.119,2022-01-13,2
N,AY.119,2022-01-14,3
N,AY.119,2022-01-17,1
N,AY.119,2022-01-18,1
N,AY.119,2022-01-19,2
N,AY.119,2022-01-23,1
N,AY.119.1,2021-11-27,1
N,AY.119.1,2021-12-16,1
N,AY.119.2,2021-09-20,1
N,AY.119.2,2021-09-21,2
N,AY.119.2,2021-10-04,3
N,AY.119.2,2021-10-05,1
N,AY.119.2,2021-10-09,1
N,AY.119.2,2021-12-06,1
N,AY.119.2,2021-12-07,2
N,AY.120,2021-05-09,1
N,AY.120,2021-05-12,1
N,AY.120,2021-06-11,1
N,AY.120,2021-06-23,1
N,AY.120,2021-06-25,1
N,AY.120,2021-07-02,2
N,AY.120,2021-07-05,2
N,AY.120,2021-07-12,1
N,AY.120,2021-07-13,1
N,AY.120,2021-07-21,2
N,AY.120,2021-07-22,3
N,AY.120,2021-07-25,1
N,AY.120,2021-07-26,3
N,AY.120,2021-07-30,1
N,AY.120,2021-07-31,1
N,AY.120,2021-08-02,1
N,AY.120,2021-08-03,1
N,AY.120,2021-08-05,4
N,AY.120,2021-08-06,1
N,AY.120,2021-08-08,1
N,AY.120,2021-08-09,2
N,AY.120,2021-08-11,1
N,AY.120,2021-08-13,1
N,AY.120,2021-08-15,2
N,AY.120,2021-08-17,2
N,AY.120,2021-08-18,1
N,AY.120,2021-08-19,2
N,AY.120,2021-08-22,1
N,AY.120,2021-08-23,4
N,AY.120,2021-08-24,3
N,AY.120,2021-08-25,1
N,AY.120,2021-08-26,1
N,AY.120,2021-08-27,7
N,AY.120,2021-08-28,2
N,AY.120,2021-08-30,4
N,AY.120,2021-08-31,1
N,AY.120,2021-09-01,4
N,AY.120,2021-09-02,3
N,AY.120,2021-09-03,1
N,AY.120,2021-09-04,2
N,AY.120,2021-09-05,2
N,AY.120,2021-09-06,10
N,AY.120,2021-09-08,2
N,AY.120,2021-09-09,2
N,AY.120,2021-09-10,5
N,AY.120,2021-09-13,1
N,AY.120,2021-09-14,2
N,AY.120,2021-09-15,1
N,AY.120,2021-09-17,1
N,AY.120,2021-09-19,1
N,AY.120,2021-09-21,1
N,AY.120,2021-09-22,3
N,AY.120,2021-09-23,7
N,AY.120,2021-09-24,2
N,AY.120,2021-09-27,2
N,AY.120,2021-09-28,8
N,AY.120,2021-09-29,2
N,AY.120,2021-09-30,1
N,AY.120,2021-10-01,5
N,AY.120,2021-10-04,7
N,AY.120,2021-10-05,9
N,AY.120,2021-10-06,4
N,AY.120,2021-10-07,4
N,AY.120,2021-10-08,4
N,AY.120,2021-10-11,4
N,AY.120,2021-10-12,7
N,AY.120,2021-10-13,2
N,AY.120,2021-10-14,1
N,AY.120,2021-10-15,2
N,AY.120,2021-10-18,2
N,AY.120,2021-10-19,5
N,AY.120,2021-10-20,2
N,AY.120,2021-10-22,2
N,AY.120,2021-10-25,3
N,AY.120,2021-10-26,5
N,AY.120,2021-10-30,1
N,AY.120,2021-11-02,4
N,AY.120,2021-11-03,8
N,AY.120,2021-11-04,4
N,AY.120,2021-11-05,5
N,AY.120,2021-11-06,1
N,AY.120,2021-11-08,2
N,AY.120,2021-11-09,2
N,AY.120,2021-11-10,2
N,AY.120,2021-11-11,7
N,AY.120,2021-11-12,3
N,AY.120,2021-11-15,4
N,AY.120,2021-11-16,9
N,AY.120,2021-11-17,3
N,AY.120,2021-11-18,1
N,AY.120,2021-11-19,6
N,AY.120,2021-11-20,1
N,AY.120,2021-11-22,16
N,AY.120,2021-11-23,5
N,AY.120,2021-11-24,12
N,AY.120,2021-11-25,4
N,AY.120,2021-11-26,14
N,AY.120,2021-11-27,2
N,AY.120,2021-11-28,1
N,AY.120,2021-11-29,9
N,AY.120,2021-11-30,5
N,AY.120,2021-12-01,2
N,AY.120,2021-12-02,4
N,AY.120,2021-12-03,11
N,AY.120,2021-12-04,5
N,AY.120,2021-12-06,6
N,AY.120,2021-12-07,4
N,AY.120,2021-12-08,4
N,AY.120,2021-12-09,9
N,AY.120,2021-12-10,10
N,AY.120,2021-12-11,3
N,AY.120,2021-12-12,3
N,AY.120,2021-12-13,15
N,AY.120,2021-12-14,8
N,AY.120,2021-12-15,8
N,AY.120,2021-12-16,5
N,AY.120,2021-12-17,11
N,AY.120,2021-12-19,1
N,AY.120,2021-12-20,6
N,AY.120,2021-12-22,3
N,AY.120,2021-12-23,7
N,AY.120,2021-12-24,1
N,AY.120,2021-12-26,2
N,AY.120,2021-12-27,6
N,AY.120,2021-12-28,1
N,AY.120,2021-12-29,2
N,AY.120,2021-12-30,1
N,AY.120,2022-01-01,1
N,AY.120,2022-01-03,2
N,AY.120,2022-01-04,4
N,AY.120.1,2021-08-20,1
N,AY.120.1,2021-09-13,1
N,AY.120.1,2021-12-14,1
N,AY.120.2,2021-06-26,3
N,AY.120.2,2021-06-27,1
N,AY.120.2,2021-06-30,1
N,AY.120.2,2021-08-24,1
N,AY.120.2,2021-10-04,1
N,AY.120.2.1,2021-06-17,1
N,AY.120.2.1,2021-06-18,1
N,AY.120.2.1,2021-06-21,2
N,AY.120.2.1,2021-06-23,1
N,AY.120.2.1,2021-06-24,1
N,AY.120.2.1,2021-06-25,1
N,AY.120.2.1,2021-06-26,2
N,AY.120.2.1,2021-06-28,1
N,AY.120.2.1,2021-06-29,1
N,AY.120.2.1,2021-06-30,3
N,AY.120.2.1,2021-07-01,2
N,AY.120.2.1,2021-07-02,1
N,AY.120.2.1,2021-07-03,1
N,AY.120.2.1,2021-07-04,1
N,AY.120.2.1,2021-07-05,3
N,AY.120.2.1,2021-07-07,1
N,AY.120.2.1,2021-07-08,7
N,AY.120.2.1,2021-07-09,1
N,AY.120.2.1,2021-07-10,4
N,AY.120.2.1,2021-07-12,6
N,AY.120.2.1,2021-07-13,5
N,AY.120.2.1,2021-07-14,5
N,AY.120.2.1,2021-07-15,8
N,AY.120.2.1,2021-07-16,4
N,AY.120.2.1,2021-07-17,4
N,AY.120.2.1,2021-07-19,8
N,AY.120.2.1,2021-07-20,3
N,AY.120.2.1,2021-07-21,7
N,AY.120.2.1,2021-07-22,15
N,AY.120.2.1,2021-07-23,6
N,AY.120.2.1,2021-07-24,1
N,AY.120.2.1,2021-07-25,2
N,AY.120.2.1,2021-07-26,5
N,AY.120.2.1,2021-07-27,1
N,AY.120.2.1,2021-07-28,2
N,AY.120.2.1,2021-07-29,1
N,AY.120.2.1,2021-07-30,4
N,AY.120.2.1,2021-07-31,1
N,AY.120.2.1,2021-08-02,4
N,AY.120.2.1,2021-08-03,8
N,AY.120.2.1,2021-08-04,6
N,AY.120.2.1,2021-08-06,2
N,AY.120.2.1,2021-08-09,4
N,AY.120.2.1,2021-08-13,2
N,AY.120.2.1,2021-08-14,1
N,AY.120.2.1,2021-08-17,2
N,AY.120.2.1,2021-08-18,2
N,AY.120.2.1,2021-08-19,1
N,AY.120.2.1,2021-08-21,1
N,AY.120.2.1,2021-08-23,2
N,AY.120.2.1,2021-08-24,2
N,AY.120.2.1,2021-08-26,1
N,AY.120.2.1,2021-08-28,1
N,AY.120.2.1,2021-08-30,1
N,AY.120.2.1,2021-09-01,2
N,AY.120.2.1,2021-09-02,1
N,AY.120.2.1,2021-09-06,2
N,AY.120.2.1,2021-09-07,1
N,AY.120.2.1,2021-09-08,2
N,AY.120.2.1,2021-09-10,2
N,AY.120.2.1,2021-09-27,1
N,AY.120.2.1,2021-10-02,1
N,AY.120.2.1,2021-10-04,2
N,AY.120.2.1,2021-10-06,1
N,AY.120.2.1,2021-10-07,2
N,AY.120.2.1,2021-10-21,1
N,AY.120.2.1,2021-10-29,5
N,AY.120.2.1,2021-11-01,3
N,AY.120.2.1,2021-11-02,1
N,AY.120.2.1,2021-11-09,1
N,AY.120.2.1,2021-11-10,2
N,AY.120.2.1,2021-11-11,2
N,AY.120.2.1,2021-11-14,1
N,AY.120.2.1,2021-11-15,4
N,AY.120.2.1,2021-11-16,2
N,AY.120.2.1,2021-11-17,3
N,AY.120.2.1,2021-11-18,1
N,AY.120.2.1,2021-11-19,1
N,AY.120.2.1,2021-11-22,1
N,AY.120.2.1,2021-11-23,1
N,AY.120.2.1,2021-11-28,1
N,AY.120.2.1,2021-11-29,1
N,AY.120.2.1,2021-12-03,1
N,AY.120.2.1,2021-12-09,1
N,AY.120.2.1,2021-12-11,1
N,AY.120.2.1,2021-12-14,1
N,AY.120.2.1,2021-12-16,1
N,AY.120.2.1,2021-12-17,1
N,AY.120.2.1,2021-12-23,1
N,AY.120.2.1,2021-12-24,1
N,AY.120.2.1,2022-01-03,1
N,AY.120.2.1,2022-01-08,1
N,AY.120.2.1,2022-01-13,1
N,AY.121,2021-01-16,1
N,AY.121,2021-01-25,1
N,AY.121,2021-06-15,1
N,AY.121,2021-06-17,1
N,AY.121,2021-06-18,1
N,AY.121,2021-06-19,1
N,AY.121,2021-06-20,2
N,AY.121,2021-06-22,3
N,AY.121,2021-06-23,1
N,AY.121,2021-06-25,1
N,AY.121,2021-06-28,3
N,AY.121,2021-06-30,1
N,AY.121,2021-07-01,2
N,AY.121,2021-07-02,2
N,AY.121,2021-07-05,1
N,AY.121,2021-07-07,1
N,AY.121,2021-07-10,1
N,AY.121,2021-07-14,1
N,AY.121,2021-07-15,2
N,AY.121,2021-07-17,1
N,AY.121,2021-07-20,2
N,AY.121,2021-07-21,1
N,AY.121,2021-07-22,2
N,AY.121,2021-07-24,1
N,AY.121,2021-07-26,2
N,AY.121,2021-07-27,1
N,AY.121,2021-07-28,1
N,AY.121,2021-07-29,2
N,AY.121,2021-07-30,3
N,AY.121,2021-08-02,3
N,AY.121,2021-08-03,2
N,AY.121,2021-08-04,7
N,AY.121,2021-08-05,4
N,AY.121,2021-08-06,7
N,AY.121,2021-08-07,4
N,AY.121,2021-08-08,2
N,AY.121,2021-08-09,11
N,AY.121,2021-08-10,7
N,AY.121,2021-08-11,10
N,AY.121,2021-08-12,13
N,AY.121,2021-08-13,5
N,AY.121,2021-08-14,1
N,AY.121,2021-08-15,1
N,AY.121,2021-08-16,18
N,AY.121,2021-08-17,10
N,AY.121,2021-08-18,15
N,AY.121,2021-08-19,21
N,AY.121,2021-08-20,30
N,AY.121,2021-08-21,3
N,AY.121,2021-08-22,3
N,AY.121,2021-08-23,19
N,AY.121,2021-08-24,35
N,AY.121,2021-08-25,18
N,AY.121,2021-08-26,24
N,AY.121,2021-08-27,20
N,AY.121,2021-08-28,5
N,AY.121,2021-08-29,2
N,AY.121,2021-08-30,27
N,AY.121,2021-08-31,19
N,AY.121,2021-09-01,26
N,AY.121,2021-09-02,46
N,AY.121,2021-09-03,18
N,AY.121,2021-09-04,11
N,AY.121,2021-09-06,29
N,AY.121,2021-09-07,22
N,AY.121,2021-09-08,26
N,AY.121,2021-09-09,22
N,AY.121,2021-09-10,31
N,AY.121,2021-09-11,10
N,AY.121,2021-09-12,4
N,AY.121,2021-09-13,36
N,AY.121,2021-09-14,37
N,AY.121,2021-09-15,37
N,AY.121,2021-09-16,37
N,AY.121,2021-09-17,36
N,AY.121,2021-09-18,12
N,AY.121,2021-09-19,3
N,AY.121,2021-09-20,46
N,AY.121,2021-09-21,24
N,AY.121,2021-09-22,18
N,AY.121,2021-09-23,24
N,AY.121,2021-09-24,25
N,AY.121,2021-09-25,3
N,AY.121,2021-09-26,2
N,AY.121,2021-09-27,27
N,AY.121,2021-09-28,39
N,AY.121,2021-09-29,17
N,AY.121,2021-09-30,26
N,AY.121,2021-10-01,26
N,AY.121,2021-10-02,16
N,AY.121,2021-10-03,9
N,AY.121,2021-10-04,40
N,AY.121,2021-10-05,40
N,AY.121,2021-10-06,21
N,AY.121,2021-10-07,48
N,AY.121,2021-10-08,22
N,AY.121,2021-10-09,8
N,AY.121,2021-10-10,6
N,AY.121,2021-10-11,26
N,AY.121,2021-10-12,35
N,AY.121,2021-10-13,33
N,AY.121,2021-10-14,35
N,AY.121,2021-10-15,28
N,AY.121,2021-10-16,9
N,AY.121,2021-10-17,1
N,AY.121,2021-10-18,32
N,AY.121,2021-10-19,39
N,AY.121,2021-10-20,26
N,AY.121,2021-10-21,40
N,AY.121,2021-10-22,12
N,AY.121,2021-10-23,13
N,AY.121,2021-10-24,2
N,AY.121,2021-10-25,44
N,AY.121,2021-10-26,49
N,AY.121,2021-10-27,29
N,AY.121,2021-10-28,38
N,AY.121,2021-10-29,32
N,AY.121,2021-10-30,11
N,AY.121,2021-10-31,2
N,AY.121,2021-11-01,23
N,AY.121,2021-11-02,48
N,AY.121,2021-11-03,52
N,AY.121,2021-11-04,51
N,AY.121,2021-11-05,43
N,AY.121,2021-11-06,15
N,AY.121,2021-11-07,2
N,AY.121,2021-11-08,45
N,AY.121,2021-11-09,42
N,AY.121,2021-11-10,37
N,AY.121,2021-11-11,46
N,AY.121,2021-11-12,35
N,AY.121,2021-11-13,15
N,AY.121,2021-11-14,8
N,AY.121,2021-11-15,54
N,AY.121,2021-11-16,43
N,AY.121,2021-11-17,41
N,AY.121,2021-11-18,52
N,AY.121,2021-11-19,53
N,AY.121,2021-11-20,24
N,AY.121,2021-11-21,7
N,AY.121,2021-11-22,105
N,AY.121,2021-11-23,74
N,AY.121,2021-11-24,56
N,AY.121,2021-11-25,67
N,AY.121,2021-11-26,138
N,AY.121,2021-11-27,34
N,AY.121,2021-11-28,31
N,AY.121,2021-11-29,132
N,AY.121,2021-11-30,96
N,AY.121,2021-12-01,68
N,AY.121,2021-12-02,68
N,AY.121,2021-12-03,70
N,AY.121,2021-12-04,40
N,AY.121,2021-12-05,17
N,AY.121,2021-12-06,112
N,AY.121,2021-12-07,73
N,AY.121,2021-12-08,83
N,AY.121,2021-12-09,107
N,AY.121,2021-12-10,88
N,AY.121,2021-12-11,30
N,AY.121,2021-12-12,16
N,AY.121,2021-12-13,133
N,AY.121,2021-12-14,126
N,AY.121,2021-12-15,120
N,AY.121,2021-12-16,96
N,AY.121,2021-12-17,61
N,AY.121,2021-12-18,12
N,AY.121,2021-12-19,16
N,AY.121,2021-12-20,77
N,AY.121,2021-12-21,55
N,AY.121,2021-12-22,67
N,AY.121,2021-12-23,72
N,AY.121,2021-12-24,8
N,AY.121,2021-12-25,12
N,AY.121,2021-12-26,13
N,AY.121,2021-12-27,52
N,AY.121,2021-12-28,40
N,AY.121,2021-12-29,64
N,AY.121,2021-12-30,45
N,AY.121,2021-12-31,15
N,AY.121,2022-01-01,10
N,AY.121,2022-01-02,10
N,AY.121,2022-01-03,52
N,AY.121,2022-01-04,25
N,AY.121,2022-01-05,20
N,AY.121,2022-01-06,25
N,AY.121,2022-01-07,11
N,AY.121,2022-01-08,2
N,AY.121,2022-01-09,1
N,AY.121,2022-01-10,38
N,AY.121,2022-01-11,18
N,AY.121,2022-01-12,6
N,AY.121,2022-01-13,13
N,AY.121,2022-01-14,9
N,AY.121,2022-01-15,3
N,AY.121,2022-01-16,3
N,AY.121,2022-01-17,15
N,AY.121,2022-01-18,9
N,AY.121,2022-01-19,2
N,AY.121,2022-01-20,8
N,AY.121,2022-01-21,1
N,AY.121,2022-01-22,3
N,AY.121,2022-01-24,4
N,AY.121,2022-01-26,2
N,AY.121,2022-01-27,1
N,AY.121,2022-01-28,1
N,AY.121,2022-01-30,1
N,AY.121,2022-01-31,2
N,AY.121,2022-02-02,1
N,AY.121,2022-02-04,1
N,AY.121,2022-02-07,1
N,AY.121,2022-02-10,1
N,AY.121,2022-02-15,1
N,AY.121,2022-03-03,2
N,AY.121.1,2021-01-01,1
N,AY.121.1,2021-09-13,1
N,AY.121.1,2021-09-20,1
N,AY.121.1,2021-09-27,1
N,AY.121.1,2021-09-28,2
N,AY.121.1,2021-09-29,1
N,AY.121.1,2021-09-30,2
N,AY.121.1,2021-10-01,1
N,AY.121.1,2021-10-03,1
N,AY.121.1,2021-10-04,3
N,AY.121.1,2021-10-06,2
N,AY.121.1,2021-10-07,3
N,AY.121.1,2021-10-10,1
N,AY.121.1,2021-10-11,3
N,AY.121.1,2021-10-12,2
N,AY.121.1,2021-10-13,1
N,AY.121.1,2021-10-14,2
N,AY.121.1,2021-10-15,1
N,AY.121.1,2021-10-16,1
N,AY.121.1,2021-10-18,3
N,AY.121.1,2021-10-19,6
N,AY.121.1,2021-10-20,5
N,AY.121.1,2021-10-21,4
N,AY.121.1,2021-10-22,5
N,AY.121.1,2021-10-24,1
N,AY.121.1,2021-10-25,3
N,AY.121.1,2021-10-26,1
N,AY.121.1,2021-10-27,3
N,AY.121.1,2021-10-28,4
N,AY.121.1,2021-10-29,6
N,AY.121.1,2021-10-31,1
N,AY.121.1,2021-11-01,9
N,AY.121.1,2021-11-02,5
N,AY.121.1,2021-11-03,3
N,AY.121.1,2021-11-04,3
N,AY.121.1,2021-11-05,3
N,AY.121.1,2021-11-06,3
N,AY.121.1,2021-11-08,11
N,AY.121.1,2021-11-09,4
N,AY.121.1,2021-11-10,5
N,AY.121.1,2021-11-11,8
N,AY.121.1,2021-11-12,6
N,AY.121.1,2021-11-13,2
N,AY.121.1,2021-11-14,1
N,AY.121.1,2021-11-15,21
N,AY.121.1,2021-11-16,10
N,AY.121.1,2021-11-17,12
N,AY.121.1,2021-11-18,20
N,AY.121.1,2021-11-19,11
N,AY.121.1,2021-11-20,3
N,AY.121.1,2021-11-21,1
N,AY.121.1,2021-11-22,21
N,AY.121.1,2021-11-23,6
N,AY.121.1,2021-11-24,7
N,AY.121.1,2021-11-25,13
N,AY.121.1,2021-11-26,24
N,AY.121.1,2021-11-27,12
N,AY.121.1,2021-11-28,4
N,AY.121.1,2021-11-29,31
N,AY.121.1,2021-11-30,23
N,AY.121.1,2021-12-01,13
N,AY.121.1,2021-12-02,21
N,AY.121.1,2021-12-03,16
N,AY.121.1,2021-12-04,4
N,AY.121.1,2021-12-05,6
N,AY.121.1,2021-12-06,20
N,AY.121.1,2021-12-07,13
N,AY.121.1,2021-12-08,13
N,AY.121.1,2021-12-09,12
N,AY.121.1,2021-12-10,15
